"Review ledger Synthetic business records. SRC-D-3. Ordered references appear on separate lines. Empty optional entries are blank. Review packets preserve the facts seen at the time. Decision reference","Arrival batch","Subject type","Subject reference","Revision","Review roles","Reviewer","Outcome","Reason","Repair requested","Source revisions","Affected fields","Decision time (UTC)"
"D-C49-1-claim-budget_owner-supervisor-1","1","claim","C49","1","budget_owner
supervisor","LEAD-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C50-1-claim-administration-1","1","claim","C50","1","administration","ADMIN-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C50-1-claim-budget_owner-supervisor-1","1","claim","C50","1","budget_owner
supervisor","LEAD-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C51-1-claim-administration-1","1","claim","C51","1","administration","ADMIN-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C51-1-claim-budget_owner-1","1","claim","C51","1","budget_owner","LEAD-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C51-1-claim-supervisor-1","1","claim","C51","1","supervisor","SUP-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C52-1-claim-administration-1","1","claim","C52","1","administration","ADMIN-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C52-1-claim-budget_owner-1","1","claim","C52","1","budget_owner","LEAD-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C52-1-claim-supervisor-1","1","claim","C52","1","supervisor","SUP-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C53-1-claim-administration-1","1","claim","C53","1","administration","ADMIN-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C53-1-claim-budget_owner-1","1","claim","C53","1","budget_owner","LEAD-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C53-1-claim-supervisor-1","1","claim","C53","1","supervisor","SUP-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C54-1-claim-administration-1","1","claim","C54","1","administration","ADMIN-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C54-1-claim-budget_owner-1","1","claim","C54","1","budget_owner","LEAD-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C54-1-claim-supervisor-1","1","claim","C54","1","supervisor","SUP-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C55-1-claim-administration-1","1","claim","C55","1","administration","ADMIN-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C55-1-claim-budget_owner-1","1","claim","C55","1","budget_owner","LEAD-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C55-1-claim-supervisor-1","1","claim","C55","1","supervisor","SUP-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C56-1-claim-administration-1","1","claim","C56","1","administration","ADMIN-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C56-1-claim-budget_owner-1","1","claim","C56","1","budget_owner","LEAD-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C56-1-claim-supervisor-1","1","claim","C56","1","supervisor","SUP-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C57-1-claim-administration-1","1","claim","C57","1","administration","ADMIN-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C57-1-claim-budget_owner-supervisor-1","1","claim","C57","1","budget_owner
supervisor","LEAD-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C58-1-claim-administration-1","1","claim","C58","1","administration","ADMIN-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C58-1-claim-budget_owner-supervisor-1","1","claim","C58","1","budget_owner
supervisor","LEAD-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C59-1-claim-administration-1","1","claim","C59","1","administration","ADMIN-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C59-1-claim-budget_owner-supervisor-1","1","claim","C59","1","budget_owner
supervisor","LEAD-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C60-1-claim-administration-1","1","claim","C60","1","administration","ADMIN-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C60-1-claim-budget_owner-supervisor-1","1","claim","C60","1","budget_owner
supervisor","LEAD-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C61-1-claim-administration-1","1","claim","C61","1","administration","ADMIN-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C61-1-claim-budget_owner-supervisor-1","1","claim","C61","1","budget_owner
supervisor","LEAD-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C62-1-claim-administration-1","1","claim","C62","1","administration","ADMIN-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C62-1-claim-budget_owner-supervisor-1","1","claim","C62","1","budget_owner
supervisor","LEAD-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C63-1-claim-administration-1","1","claim","C63","1","administration","ADMIN-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C63-1-claim-budget_owner-1","1","claim","C63","1","budget_owner","LEAD-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C63-1-claim-supervisor-1","1","claim","C63","1","supervisor","SUP-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C64-1-claim-administration-1","1","claim","C64","1","administration","ADMIN-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C64-1-claim-budget_owner-1","1","claim","C64","1","budget_owner","LEAD-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C64-1-claim-supervisor-1","1","claim","C64","1","supervisor","SUP-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C65-1-claim-administration-1","1","claim","C65","1","administration","ADMIN-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C65-1-claim-budget_owner-1","1","claim","C65","1","budget_owner","LEAD-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C65-1-claim-supervisor-1","1","claim","C65","1","supervisor","SUP-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C66-1-claim-administration-1","1","claim","C66","1","administration","ADMIN-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C66-1-claim-budget_owner-1","1","claim","C66","1","budget_owner","LEAD-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C66-1-claim-supervisor-1","1","claim","C66","1","supervisor","SUP-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C67-1-claim-administration-1","1","claim","C67","1","administration","ADMIN-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C67-1-claim-budget_owner-1","1","claim","C67","1","budget_owner","LEAD-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C67-1-claim-supervisor-1","1","claim","C67","1","supervisor","SUP-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C68-1-claim-administration-1","1","claim","C68","1","administration","ADMIN-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C68-1-claim-budget_owner-1","1","claim","C68","1","budget_owner","LEAD-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C68-1-claim-supervisor-1","1","claim","C68","1","supervisor","SUP-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C69-1-claim-administration-1","1","claim","C69","1","administration","ADMIN-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C69-1-claim-budget_owner-supervisor-1","1","claim","C69","1","budget_owner
supervisor","LEAD-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C70-1-claim-administration-1","1","claim","C70","1","administration","ADMIN-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C70-1-claim-budget_owner-supervisor-1","1","claim","C70","1","budget_owner
supervisor","LEAD-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C71-1-claim-administration-1","1","claim","C71","1","administration","ADMIN-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C71-1-claim-budget_owner-supervisor-1","1","claim","C71","1","budget_owner
supervisor","LEAD-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C72-1-claim-administration-1","1","claim","C72","1","administration","ADMIN-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C72-1-claim-budget_owner-supervisor-1","1","claim","C72","1","budget_owner
supervisor","LEAD-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C73-1-claim-administration-1","1","claim","C73","1","administration","ADMIN-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C73-1-claim-budget_owner-supervisor-1","1","claim","C73","1","budget_owner
supervisor","LEAD-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C74-1-claim-administration-1","1","claim","C74","1","administration","ADMIN-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C74-1-claim-budget_owner-supervisor-1","1","claim","C74","1","budget_owner
supervisor","LEAD-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C75-1-claim-administration-1","1","claim","C75","1","administration","ADMIN-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C75-1-claim-budget_owner-1","1","claim","C75","1","budget_owner","LEAD-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C75-1-claim-supervisor-1","1","claim","C75","1","supervisor","SUP-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C76-1-claim-administration-1","1","claim","C76","1","administration","ADMIN-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C76-1-claim-budget_owner-1","1","claim","C76","1","budget_owner","LEAD-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C76-1-claim-supervisor-1","1","claim","C76","1","supervisor","SUP-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C77-1-claim-administration-1","1","claim","C77","1","administration","ADMIN-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C77-1-claim-budget_owner-1","1","claim","C77","1","budget_owner","LEAD-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C77-1-claim-supervisor-1","1","claim","C77","1","supervisor","SUP-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C78-1-claim-administration-1","1","claim","C78","1","administration","ADMIN-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C78-1-claim-budget_owner-1","1","claim","C78","1","budget_owner","LEAD-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C78-1-claim-supervisor-1","1","claim","C78","1","supervisor","SUP-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C79-1-claim-administration-1","1","claim","C79","1","administration","ADMIN-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C79-1-claim-budget_owner-1","1","claim","C79","1","budget_owner","LEAD-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C79-1-claim-supervisor-1","1","claim","C79","1","supervisor","SUP-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C80-1-claim-administration-1","1","claim","C80","1","administration","ADMIN-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C80-1-claim-budget_owner-1","1","claim","C80","1","budget_owner","LEAD-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C80-1-claim-supervisor-1","1","claim","C80","1","supervisor","SUP-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C81-1-claim-administration-1","1","claim","C81","1","administration","ADMIN-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C81-1-claim-budget_owner-supervisor-1","1","claim","C81","1","budget_owner
supervisor","LEAD-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C82-1-claim-administration-1","1","claim","C82","1","administration","ADMIN-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C82-1-claim-budget_owner-supervisor-1","1","claim","C82","1","budget_owner
supervisor","LEAD-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C83-1-claim-administration-1","1","claim","C83","1","administration","ADMIN-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C83-1-claim-budget_owner-supervisor-1","1","claim","C83","1","budget_owner
supervisor","LEAD-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C84-1-claim-administration-1","1","claim","C84","1","administration","ADMIN-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C84-1-claim-budget_owner-supervisor-1","1","claim","C84","1","budget_owner
supervisor","LEAD-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C85-1-claim-administration-1","1","claim","C85","1","administration","ADMIN-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C85-1-claim-budget_owner-supervisor-1","1","claim","C85","1","budget_owner
supervisor","LEAD-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C86-1-claim-administration-1","1","claim","C86","1","administration","ADMIN-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C86-1-claim-budget_owner-supervisor-1","1","claim","C86","1","budget_owner
supervisor","LEAD-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C87-1-claim-administration-1","1","claim","C87","1","administration","ADMIN-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C87-1-claim-budget_owner-1","1","claim","C87","1","budget_owner","LEAD-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C87-1-claim-supervisor-1","1","claim","C87","1","supervisor","SUP-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C88-1-claim-administration-1","1","claim","C88","1","administration","ADMIN-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C88-1-claim-budget_owner-1","1","claim","C88","1","budget_owner","LEAD-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C88-1-claim-supervisor-1","1","claim","C88","1","supervisor","SUP-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C89-1-claim-administration-1","1","claim","C89","1","administration","ADMIN-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C89-1-claim-budget_owner-1","1","claim","C89","1","budget_owner","LEAD-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C89-1-claim-supervisor-1","1","claim","C89","1","supervisor","SUP-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C90-1-claim-administration-1","1","claim","C90","1","administration","ADMIN-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C90-1-claim-budget_owner-1","1","claim","C90","1","budget_owner","LEAD-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C90-1-claim-supervisor-1","1","claim","C90","1","supervisor","SUP-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C91-1-claim-administration-1","1","claim","C91","1","administration","ADMIN-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C91-1-claim-budget_owner-1","1","claim","C91","1","budget_owner","LEAD-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C91-1-claim-supervisor-1","1","claim","C91","1","supervisor","SUP-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C92-1-claim-administration-1","1","claim","C92","1","administration","ADMIN-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C92-1-claim-budget_owner-1","1","claim","C92","1","budget_owner","LEAD-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C92-1-claim-supervisor-1","1","claim","C92","1","supervisor","SUP-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C93-1-claim-administration-1","1","claim","C93","1","administration","ADMIN-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C93-1-claim-budget_owner-supervisor-1","1","claim","C93","1","budget_owner
supervisor","LEAD-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C94-1-claim-administration-1","1","claim","C94","1","administration","ADMIN-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C94-1-claim-budget_owner-supervisor-1","1","claim","C94","1","budget_owner
supervisor","LEAD-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C95-1-claim-administration-1","1","claim","C95","1","administration","ADMIN-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C95-1-claim-budget_owner-supervisor-1","1","claim","C95","1","budget_owner
supervisor","LEAD-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C96-1-claim-administration-1","1","claim","C96","1","administration","ADMIN-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C96-1-claim-budget_owner-supervisor-1","1","claim","C96","1","budget_owner
supervisor","LEAD-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C97-1-claim-administration-1","1","claim","C97","1","administration","ADMIN-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C97-1-claim-budget_owner-supervisor-1","1","claim","C97","1","budget_owner
supervisor","LEAD-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
